Class,ImageFile,LeftCenterX,LeftCenterY,LeftOrient,RightCenterX,RightCenterY,RightOrient
c0,img_100605.jpg,377.80970873786407,-239.7766990291262,-0.2043077605830212,370.3837324361765,-302.7793390065308,0.5392105468039056
c0,img_100656.jpg,450.9201849373403,-210.6307336658961,0.20855862991204235,459.376,-310.51582978723405,0.5747477680764683
c0,img_100665.jpg,393.968657208842,-256.4290663147476,0.2579460286817824,417.5263042284459,-361.4342668863262,0.6199462045787095
c0,img_100796.jpg,366.4692650765949,-246.17568353694008,0.4048974965538801,360.86218651083516,-327.80350620891164,0.4521866493647907
c0,img_100824.jpg,412.0440366972477,-203.03914373088685,0.26857944495528874,451.56593800978794,-282.0751712887439,0.6428823865285253
c0,img_100828.jpg,354.67852522639066,-161.16580422595948,0.3980889816392696,370.8641034139874,-313.2523478068722,0.4827797777967349
c0,img_10092.jpg,482.3459730492009,-146.00203697900344,0.14142877885096414,436.337895971842,-299.5145352626776,0.42597441638548617
c0,img_100922.jpg,401.87581145921536,-184.23567598080723,0.42784749694033536,438.13615145228215,-365.63329875518673,0.5438290299556713
c0,img_101015.jpg,414.99323867478023,-216.62159116520172,0.21000874578187684,406.5134117647059,-305.6978823529412,0.6673591587099247
c0,img_101032.jpg,425.1653194765204,-284.7530792917629,0.016702742806021763,430.06847133757964,-341.3106422505308,0.3388774149696815
c0,img_101091.jpg,288.44244897959186,-230.61061224489796,-0.7099808920106196,331.89099978773083,-222.0199533007854,-0.715149575064181
c0,img_101113.jpg,396.5703597580388,-247.8748806112703,0.3594054367371313,416.09416794562594,-363.26134619600964,0.5638411133022426
c0,img_101159.jpg,387.81615598885793,-277.90703342618383,0.0018668960439094566,417.37404413371206,-340.0463185492681,0.5338652186090865
c0,img_101175.jpg,502.5472359058566,-168.6615216201423,-0.37663663888764337,491.44242249181593,-229.83198536491432,0.528674782921561
c0,img_101196.jpg,364.08644371454164,-215.8741415347865,0.33963800434615227,402.69351344462854,-293.6095323053396,0.3968819784550706
c0,img_101223.jpg,381.80994838104175,-207.88362271234163,0.5017014685702074,388.99896736885586,-364.02096241222637,0.5764251306052929
c0,img_101286.jpg,454.79703186381494,-217.0497599301615,0.07826852733753223,461.2913411196134,-311.712686266613,0.5820702956524146
c0,img_101383.jpg,406.62060889929745,-222.19886807181888,0.4366132039937607,400.59559911242604,-310.53809171597635,0.6283591004424224
c0,img_101392.jpg,379.66794801391177,-214.5941790225151,0.326459908439381,348.74774296335636,-324.84227296866703,0.2094854405315715
c0,img_10141.jpg,343.29593292900466,-213.7602568676418,0.2984933895405769,343.3531746031746,-320.6714285714286,0.2222072068622964
c0,img_101414.jpg,346.5268817204301,-283.6666666666667,-0.6939854151193147,420.5900302114804,-313.22759315206446,0.566573183009827
c0,img_101419.jpg,404.98864994026286,-201.30035842293907,0.30580328102175747,430.10259221552195,-286.8703892239016,0.69584913380994
c0,img_101498.jpg,443.2613994994015,-209.9171835890739,0.373430956182609,466.9494184973232,-283.19137283859453,0.5064392197358035
c0,img_101555.jpg,405.9116183076363,-200.82008012625957,0.3399571190010277,429.70994496550657,-287.07921866521974,0.6817860083981439
c0,img_101609.jpg,420.9601927882899,-213.84469832202785,0.2920121116246805,435.98204999161214,-281.33853380305317,0.2176593314723628
c0,img_101613.jpg,425.1176694592536,-222.16730134551918,0.16299478612712148,415.79887827534833,-343.70291823678906,0.6959865292339621
c0,img_101668.jpg,356.5582887700535,-248.00488922841865,0.368548272468402,359.22626677953804,-313.87048010642155,0.3084624894576338
c0,img_10167.jpg,393.89067749160137,-267.63283874580065,0.1644779922669773,416.47191129883845,-346.20623020063357,0.5842197472547107
c0,img_101673.jpg,346.6105610561056,-277.8085808580858,-0.827074090386855,419.6790856731462,-315.5613750899928,0.5178957350511599
c0,img_101702.jpg,405.0493762993763,-181.95348232848232,0.4931276124877729,431.63222511951324,-365.3450673620165,0.48403815175798304
c0,img_10175.jpg,369.84992784992784,-179.24329004329005,0.3524082150287224,398.40930333659384,-331.00934681012933,0.5197670142765897
c0,img_101785.jpg,371.7257977285019,-256.53055705786915,-0.5734640237314999,318.1632581100141,-350.93899858956274,-0.23560316752668597
c0,img_101859.jpg,,,,410.2931251818094,-357.94472995248714,0.31940314460934754
c0,img_101938.jpg,379.95225988700565,-205.16553672316385,0.42736983871597456,387.8408408408408,-357.60234427976366,0.5197711662021611
c0,img_102025.jpg,421.50265657704074,-196.59893736918372,0.35276596961152934,416.31451817950676,-304.8543096872616,0.6418487550053984
c0,img_10206.jpg,446.8509148766905,-194.88098647573588,-0.04357497826434344,425.50678733031674,-265.4169360051713,-0.004687789202945791
c0,img_102087.jpg,373.52735111829696,-189.87254109404472,0.39833592125399364,334.8163407821229,-359.2709497206704,0.8735970494635031
c0,img_10225.jpg,489.8137269372694,-142.62317343173433,0.16733438358951688,472.0541138135692,-248.93378331199813,0.8566618559443531
c0,img_10307.jpg,362.9599666388657,-227.53169307756463,0.3989863187112756,397.1442841287458,-259.630410654828,1.1061001858862098
c0,img_10314.jpg,504.95487880671226,-131.92865133623368,0.16031758405892887,425.8229537366548,-325.345640569395,0.4087515726475595
c0,img_10321.jpg,404.7970068027211,-181.53251700680272,0.44254538869134713,440.59479905437354,-370.7599684791174,0.4604063012257244
c0,img_10327.jpg,461.47163004263695,-180.63255712255383,0.11628363495293613,468.73371750201017,-273.5586303939962,0.3757028715996146
c0,img_1039.jpg,449.7558513079394,-212.4004130335016,0.46043459891124694,478.00013351134845,-315.80193591455276,-0.1311994327885103
c0,img_104.jpg,368.0792079207921,-225.69554455445544,-0.8719547905352147,359.8260802109999,-313.9394926693042,0.49341990657384305
c0,img_10446.jpg,356.9938883879371,-191.98727582406573,0.23936514324721014,402.73401008492567,-258.7094612526539,0.48996551232068564
c0,img_10514.jpg,345.2291725501271,-243.9089240327591,0.06971765369846225,349.76125575712,-329.5823855625529,0.6326945693901072
c0,img_1053.jpg,,,,356.17583603020495,-308.62394822006473,0.47845828810173185
c0,img_10570.jpg,,,,412.38191685240815,-295.2395580967148,-0.0812995139267657
c0,img_10582.jpg,500.26458036984354,-122.98036984352774,0.250063573385883,444.9353345042312,-321.2529139390069,0.4566810697376791
c0,img_10609.jpg,469.04305694305697,-198.16833166833166,0.1241414281204885,473.7949185140196,-288.04828423929547,0.3813407096183443
c0,img_10617.jpg,407.33644158628084,-208.55691318327973,0.18864505847139704,448.58560424622954,-285.46184219043306,0.6249895698965635
c0,img_10627.jpg,424.2070021044576,-183.9133346087622,0.11229283259869677,449.5865927130152,-250.60323228459404,0.1052969769847257
c0,img_1063.jpg,508.7417163454873,-191.97352003327325,0.40076573467775145,,,
c0,img_10651.jpg,397.10537323037323,-247.6838803088803,0.3773411856694569,415.14437158469946,-362.8625136612022,0.5803429663674414
c0,img_10652.jpg,340.80357142857144,-286.75,-0.9498501749689983,415.5276043215383,-311.0582812964615,0.5816368535239026
c0,img_10662.jpg,412.6742747440273,-198.85857508532422,0.49138831941108974,432.98639455782313,-289.7971088435374,0.7449344063138439
c0,img_10704.jpg,368.2209890965732,-217.57535046728972,0.4657402217999311,353.49971988795517,-311.58179271708684,-0.18002945060988332
c0,img_10710.jpg,394.2670429874077,-253.95932841221594,0.023458446939214825,418.59309292951303,-359.00544721647236,0.6070929574872351
c0,img_10741.jpg,351.52952221990404,-179.693094095556,0.42553061586867225,,,
c0,img_1078.jpg,480.5691561371841,-158.32468411552347,0.3665317978525319,463.89244770121735,-271.59307410471575,0.7017072837142593
c0,img_10792.jpg,303.109756097561,-223.4308943089431,0.13121415493003064,304.5625,-226.38169642857142,0.5389465215161187
c0,img_1083.jpg,407.77476696293087,-211.59028831562975,0.7364170946773816,407.0398225726959,-359.8971907343519,0.6144650902185886
c0,img_10884.jpg,408.0959167514987,-201.34407872412623,0.30626259316141535,436.81544662779817,-281.7660692435039,0.6939183923438457
c0,img_10909.jpg,370.3282491944146,-229.61074113856068,0.7425397744795693,352.67082917082917,-341.82134532134535,0.5285181134509527
c0,img_10997.jpg,449.4460211767274,-214.00513044427464,0.443015460885013,459.6021066383604,-306.6070874499878,0.35925221065613383
c0,img_11035.jpg,454.63341952961457,-213.78229282108114,0.08818594111906933,460.0327245053272,-311.502621342804,0.5975424788085213
c0,img_11061.jpg,463.70064667842445,-184.47207524985302,0.10922825062116526,483.12161016949153,-252.06977401129944,0.45433878378392734
c0,img_11067.jpg,387.20678513731826,-202.7205169628433,0.4852145874523448,390.3967447646693,-363.27918308106985,0.5658748244931006
c0,img_11259.jpg,409.7282161388442,-228.56951154052604,0.7334248165654456,410.00439721509713,-363.09582264565773,0.6513896697524532
c0,img_11273.jpg,447.77728405765686,-216.50709873198224,0.39890842213833044,462.00475744251423,-299.10949326028975,0.235894898244667
c0,img_11474.jpg,396.57639287765653,-267.4325100516944,-0.028878244440719965,441.9520779095555,-313.78864140391477,0.6075183852659012
c0,img_11532.jpg,340.25274725274727,-256.6945054945055,-0.13842087153139304,428.6792557622883,-283.3418494862538,0.03280240188193601
c0,img_11582.jpg,421.4114713216958,-178.80399002493766,0.23472982791866986,457.1880276285495,-248.45294076606433,0.1678151648006961
c0,img_11658.jpg,443.61020267157994,-220.99827268539843,0.2767323915811245,435.18677312966497,-300.30498177399755,0.4223542166921763
c0,img_11683.jpg,413.07157183574367,-203.43280903620817,0.31662063421428605,448.46438746438747,-285.39508237334326,0.5966504884683461
c0,img_11687.jpg,396.7730717788676,-197.21489077128845,0.5801797545195693,438.5758377425044,-318.23985890652557,0.7636412154027102
c0,img_11836.jpg,356.97328705101114,-198.85194687594324,0.3984334956035861,380.58357558139534,-280.7267441860465,0.429388604421357
c0,img_11860.jpg,357.4399906509291,-207.30536402944958,0.3012507418706076,370.47498256624823,-275.5592747559275,0.42077630916071784
c0,img_11863.jpg,404.71041554236376,-202.8483540205073,0.4016913941529791,433.1445168222416,-284.0877039822712,0.6852848314550379
c0,img_11914.jpg,424.9075662042875,-267.69596469104664,-0.051336749379496165,438.21855452558594,-342.136784987565,0.2539548137000161
c0,img_1197.jpg,374.12157534246575,-256.9349315068493,-0.05276465278240919,374.512339055794,-422.7817417739628,0.34450269288624824
c0,img_12017.jpg,504.36443606660384,-125.22180333019165,0.2005821542388988,431.3199332524272,-323.855734223301,0.44934112738144205
c0,img_12053.jpg,473.55198550008237,-199.812324929972,-0.12281477271002639,484.4731416169289,-265.03886326641344,0.2707346012695258
c0,img_12114.jpg,418.6424833062624,-233.0985381700054,0.08089156899634783,439.8503715460645,-324.1637688478465,0.2625098364985472
c0,img_1215.jpg,,,,344.40958256549953,-323.75162246614855,0.45090899505349236
c0,img_12203.jpg,382.3672833852354,-238.1879465103499,0.2678454148675082,361.08884332820776,-315.8077908764736,0.4195417621421038
c0,img_12237.jpg,500.6396669190008,-140.59348978046935,0.23066676992678808,433.4515235457064,-322.7645429362881,0.08237543359027898
c0,img_12238.jpg,445.98804265862327,-222.01249596035765,0.2897368666114695,455.7533433634236,-295.54697425610163,0.532288329630594
c0,img_12247.jpg,412.67792792792795,-217.96576576576575,0.3348912438708106,393.6992665036675,-317.1418092909535,0.15291863874449585
c0,img_12279.jpg,485.11991297670846,-138.46544663424623,0.27977705499938316,407.55539143279174,-336.0248153618907,-0.1371290445504891
c0,img_1230.jpg,373.61498506687445,-224.04337099078043,0.2804563494450544,384.1872389791183,-304.30916473317865,0.4475427876117307
c0,img_1236.jpg,426.34784185709105,-230.7979688066739,0.5863969396656716,391.96,-275.34606060606063,0.9191871290166022
c0,img_12368.jpg,409.7554753028891,-200.39760018639328,0.25625421397522025,437.32617090184357,-287.1474215246637,0.6227534361431396
c0,img_12375.jpg,484.0203698740284,-137.2196462074511,0.28196040356388036,410.3231064237776,-337.5177372962608,-0.18646638970026283
c0,img_12378.jpg,395.01563372417644,-196.72361809045225,0.2916904130447733,387.0932233775547,-379.8348870562926,0.7682403832695978
c0,img_12389.jpg,371.95295536791315,-236.9551668677121,0.6587573892391323,350.3831318755942,-354.0086921091946,0.4665317349024381
c0,img_12458.jpg,,,,361.1655250282273,-303.8261949567181,0.4964635449868449
c0,img_12470.jpg,447.1623155505108,-206.68967082860385,0.17632400672669274,338.52457805907176,-441.41023206751055,0.48688205867671663
c0,img_1256.jpg,452.4680204148116,-212.735041806928,0.191249077161147,461.0063518787786,-310.44738654626155,0.5469986660322765
c0,img_12642.jpg,,,,440.9537354639003,-269.5484815527483,0.3821522260741162
c0,img_1267.jpg,454.20691532806967,-200.82575551320446,0.04245506096312676,457.86220621683094,-241.59562168309324,0.31411490021836225
c0,img_12712.jpg,368.1537598204265,-255.1459034792368,-0.29885425708521757,418.65294117647056,-329.4294117647059,0.6294709939347386
c0,img_12772.jpg,419.22094493619954,-204.90952983101505,0.27268324039400754,410.62730667838315,-291.6326889279438,0.6863098271529791
c0,img_12813.jpg,405.9612662942272,-209.63091247672253,0.38945781306243754,430.3486304661221,-311.57928880345986,0.5616156785379195
c0,img_12851.jpg,,,,412.83186095640485,-358.42980603034374,0.49945471324294655
c0,img_12868.jpg,406.2375099760575,-226.94812450119713,0.6335026937188046,429.7755741127349,-317.23956158663884,0.5634596202620146
c0,img_12888.jpg,400.5780654988576,-210.12300076161463,0.6285596022269406,390.6351118760757,-336.92082616179,1.00758678245862
c0,img_12951.jpg,373.53001748591413,-231.92617058480667,0.7533573029970734,354.5354054054054,-346.51594594594593,0.4662474001513506
c0,img_13033.jpg,,,,408.80340443417043,-340.8762214983713,0.5416305213673431
c0,img_13063.jpg,409.568546637744,-203.47462039045553,0.25484288336633987,444.23452454726987,-297.15533980582524,0.6794545627681946
c0,img_13073.jpg,403.91606591143153,-195.77600411946446,0.1966557233017375,449.0557158560044,-221.8302418246771,0.40318292483784024
c0,img_13121.jpg,364.804,-171.23066666666668,0.14103444650481575,361.39469273743015,-308.24532122905026,0.4911876379635931
c0,img_13263.jpg,396.7908831051602,-251.15435534827742,0.2215289722315031,415.92617605961806,-360.7781788542152,0.5869353402637172
c0,img_13328.jpg,349.875236294896,-230.4491493383743,0.5947810585438069,358.6653817914831,-271.22935022026434,0.5835523722495372
c0,img_13338.jpg,448.84761779761124,-214.60362252264076,0.2619025505006713,459.30017730496456,-296.814804964539,0.6200867401416406
c0,img_13357.jpg,453.5428403755869,-216.15223004694835,0.11581187127275099,464.14189687679317,-307.3747848184277,0.5844436713982746
c0,img_1336.jpg,411.165300841061,-206.9327151175329,0.1975266163845964,447.0718884832393,-287.5538665781613,0.6200724459248446
c0,img_13380.jpg,356.09054441260747,-195.03223495702005,0.41639803420364246,384.4308200544112,-276.1420520792849,0.5267046875493466
c0,img_13482.jpg,406.7489776280972,-200.14782294924225,0.27993106376229304,438.0953611418728,-285.0956072351421,0.6478350348230346
c0,img_1355.jpg,405.9202794101342,-200.916287836789,0.4269630044567238,432.68530020703935,-285.39251802670094,0.6634352384117612
c0,img_13584.jpg,386.4435907804286,-206.9088152042054,0.45177918049988774,390.15966135458166,-360.3867529880478,0.6270558705592529
c0,img_13585.jpg,410.336978810663,-184.0868079289132,-0.10601136120055747,444.4758024280725,-254.72576085148845,0.06725178476704807
c0,img_13628.jpg,399.6615329512894,-256.9878223495702,0.09410547222602848,402.9814509480627,-336.636438582028,-0.08108261425696411
c0,img_1363.jpg,370.7672010688043,-220.6564796259185,0.4757312067457082,353.69218335065233,-300.50917907862834,0.4208067082075248
c0,img_13639.jpg,453.5097441480675,-213.40261295590636,0.16643064174259067,462.6558768070396,-306.174025769956,0.5636337218968008
c0,img_1367.jpg,480.185890073831,-144.8687448728466,0.11187178981975157,428.6811094698835,-288.1703594288528,0.5922064314234453
c0,img_13675.jpg,368.59694989106754,-215.4459527400704,0.4384152018975536,355.1463939720129,-312.47900968783637,-0.08604766483336962
c0,img_13696.jpg,374.75303797468354,-205.9853164556962,0.21768177833403768,397.1423563777994,-291.32619279454724,0.636016866250608
c0,img_13699.jpg,450.4993134044576,-219.09084187176506,0.11507487281718673,460.6967796872581,-311.7863446353925,0.5599955205736358
c0,img_13820.jpg,409.78532460447354,-182.1418439716312,0.47257593792761654,432.67568812622363,-359.41540942070714,0.6100346793566765
c0,img_13852.jpg,389.2857142857143,-319.57142857142856,0.4775839889069569,425.44856357257987,-333.5631933251162,0.5706214115693503
c0,img_139.jpg,321.68343875790686,-244.48476135710177,0.0680647305332577,354.82503126302623,-319.09295539808255,0.44185841039624907
c0,img_13907.jpg,335.6563896336014,-233.9671581769437,0.21711432165577713,346.66476800759466,-304.1833392666429,0.11953078388889357
c0,img_13916.jpg,482.49163580641044,-138.13216702847657,0.26449432297627024,414.14279258924535,-342.1554450971532,-0.26476129913142527
c0,img_13922.jpg,416.87817497648166,-221.99952963311384,0.8777368484613256,416.9310467600285,-344.9393543793022,0.5660733797198085
c0,img_13935.jpg,,,,411.1733749245321,-335.0520225397464,0.5549236360610176
c0,img_13938.jpg,387.6378294036061,-275.88228155339806,0.12695040442889816,418.7614101953311,-343.95435921867556,0.604591964297656
c0,img_13950.jpg,368.8839590443686,-148.26772847933256,0.42949785192533224,390.5367370007536,-366.5910889223813,0.525496020685627
c0,img_13965.jpg,477.6666666666667,-202.09195402298852,-0.18588224708309367,480.12404973357013,-265.29314387211366,0.24409699997435175
c0,img_14027.jpg,,,,435.4770627588404,-343.1550653074228,0.21669181202438723
c0,img_14047.jpg,366.55366269165245,-198.4791311754685,-0.002355358807180174,356.6343830888697,-311.57326718435434,0.4903155794785338
c0,img_14111.jpg,411.5913222246267,-201.20796364423285,0.42048694232540446,431.41718125681075,-294.07873229204506,0.7247493333678237
c0,img_1421.jpg,413.5278756476684,-243.6339896373057,0.06812541514450127,423.01125389097297,-346.4829595338814,0.21538160430487888
c0,img_14223.jpg,,,,374.84456461453135,-374.7963117027177,0.4455187105976316
c0,img_14313.jpg,401.56768558951967,-243.34497816593887,0.6613291486718577,320.09090909090907,-315.42424242424244,-0.31748029650474724
c0,img_14341.jpg,409.939076528431,-207.49796921761435,0.20655114732387145,447.5596587121717,-286.8819490734569,0.6161418296198481
c0,img_14365.jpg,394.45641740207463,-251.18656138721164,0.26078638038052687,416.4041370793455,-362.4475661212308,0.5818193034620777
c0,img_14395.jpg,438.29604474630446,-220.0917565587961,0.3123151416580782,486.67087719298246,-317.7104761904762,-0.26841488309474887
c0,img_14399.jpg,429.1212121212121,-197.07954545454547,0.5995400512194239,402.7866205305652,-365.27618748033973,0.323023013752433
c0,img_14410.jpg,390.366938268195,-264.7728214335037,0.21509031991428532,417.3564777327935,-348.3514170040486,0.598883535144567
c0,img_14492.jpg,418.027792817181,-211.39938639234796,0.4825607730852322,364.64322236109535,-303.79479604590387,0.5532024695421238
c0,img_14552.jpg,355.1051417270929,-247.58025708635464,0.3820594320414487,355.2663719902292,-319.03326741886707,0.39208977086163116
c0,img_14621.jpg,505.0166187280281,-126.68472355385107,0.22420805596633922,448.68702906350916,-321.8928955866523,0.45021147441185255
c0,img_14634.jpg,371.1595052083333,-183.08528645833334,0.3925359464842144,363.4138011423243,-310.6723394335004,0.46385258042499955
c0,img_14680.jpg,468.6823162870649,-183.39836699613235,0.08898550664708563,459.50976056123227,-277.4757511056886,0.2985173746655707
c0,img_14705.jpg,,,,420.7145893103815,-302.19041547125704,0.5816708771322865
c0,img_14756.jpg,375.1908914728682,-263.5242248062016,-0.22378098194138005,396.1542288557214,-340.46268656716416,0.6450958469934291
c0,img_14757.jpg,383.74115161119914,-257.2868462757528,-0.025302496919083567,370.7132246222146,-425.87612054981645,0.3445435794343064
c0,img_14779.jpg,333.0859375,-225.453125,0.9872242592325716,389.74386339381005,-364.33365673813915,0.5731733620992655
c0,img_14868.jpg,366.5096049293222,-213.27159598888485,0.21607789052056206,379.31855427096195,-279.6101694915254,0.55735771255219
c0,img_1487.jpg,,,,,,
c0,img_14870.jpg,409.74692370795736,-239.41160787530762,0.7561754839724836,418.8057503506311,-356.26227208976155,0.5512903259576434
c0,img_14903.jpg,389.67557651991615,-245.7604821802935,0.04543530863975278,415.4119539342469,-287.0506980634369,0.16554069745962485
c0,img_14949.jpg,423.89455143259744,-190.1782527007985,0.21255730590986113,443.14637639644803,-254.35185715649766,0.15726690749125036
c0,img_14970.jpg,506.0408275106179,-129.53925195232225,0.1692987734673639,446.76460674157306,-323.2808988764045,0.4323912551511604
c0,img_14979.jpg,351.2137630390783,-177.56795889771135,0.14165122710056796,390.41181540909696,-268.7420766476595,0.4539504079048138
c0,img_14999.jpg,402.77480371163455,-200.37461337140138,0.44319805621321506,426.73289391086,-286.93392969240426,0.6922742498155608
c0,img_15073.jpg,426.681454230686,-176.55334343215753,0.4152465257786542,409.4301682285198,-356.28745624929434,0.6454809949394582
c0,img_15117.jpg,363.2604030358545,-244.942161737765,0.30888672328869954,401.15915760400486,-325.6499223200414,0.4415950694206559
c0,img_1519.jpg,326.9888268156425,-174.56424581005587,-0.19019904259196826,360.91718412056093,-308.7897858089723,0.5034563751552213
c0,img_15197.jpg,499.8012430402693,-127.74090379386249,0.164637553814582,425.3212095580461,-325.5681962359907,0.39390497919409134
c0,img_15198.jpg,406.35797755409004,-200.67106328821012,0.27155048199546405,437.9995177402687,-283.78477437134,0.6735760685723251
c0,img_15221.jpg,420.9845328933801,-183.26954011136317,0.12136854353697547,447.2773293629026,-233.83308518141212,0.40276923769346284
c0,img_15310.jpg,452.79864163004396,-203.92235983486484,0.17095231840029496,458.8433403971431,-309.0880621615258,0.5646911002629034
c0,img_15321.jpg,362.34109589041094,-209.75915317559154,0.2589961563645762,368.781246882793,-286.6702244389027,0.4410743376903356
c0,img_15330.jpg,444.3603397582489,-204.8257650005445,0.47744055945308095,463.4419153820925,-294.6940636274188,0.3818422087506198
c0,img_15367.jpg,346.5144472361809,-210.41048994974875,0.3288328662432431,392.96574649515827,-296.40135857782917,0.40929576751492575
c0,img_15463.jpg,451.200981595092,-216.3638036809816,0.12012693062334051,467.4384936566565,-300.8529789625823,0.5647572945474137
c0,img_15470.jpg,375.6666666666667,-313.3333333333333,-0.4636476090008219,428.38702522872194,-317.0144164125312,0.6857589596904543
c0,img_15565.jpg,468.2518664600648,-184.006902380617,0.038763180017329806,460.7569316630054,-271.7319954877397,0.40517106892754023
c0,img_15571.jpg,464.8855400071762,-204.78914005501736,0.2599384951460491,486.5636648828197,-285.05563757150765,0.33540051589496506
c0,img_15596.jpg,379.439570695287,-204.3653756416239,0.43300501265965624,388.5456415279138,-356.4272282076396,0.5081402396052418
c0,img_15696.jpg,406.582966396292,-201.1470451911935,0.318823559189194,431.73903917910445,-285.9065609452736,0.6897233894564112
c0,img_15753.jpg,400.45920679886683,-200.2872521246459,0.5817793283690594,445.93719117162624,-312.38871197979574,0.7749832998738362
c0,img_15759.jpg,447.7047947738198,-214.9212375200296,0.5034606500253895,452.71122778675283,-307.7013731825525,0.11909088885490503
c0,img_15760.jpg,398.7439928804509,-264.43369919905075,0.14107712784814608,441.53501318488134,-308.6603574567829,0.2766348421385138
c0,img_15780.jpg,481.1709810168592,-138.65724147086155,0.24594350138663498,404.9951338199513,-337.71324296141813,-0.19373972897993694
c0,img_15822.jpg,394.99470322480136,-249.7664745287428,0.3167597370184157,413.5067588169529,-363.10844598028257,0.5479558101457382
c0,img_15823.jpg,361.18888888888887,-201.8111111111111,-0.12499834443473985,358.2617289830912,-313.02437088195603,0.4846607912281699
c0,img_15855.jpg,418.75154158520075,-225.97804181079863,0.09453868966481845,417.64995408631773,-339.08310376492193,0.7236000664170764
c0,img_15882.jpg,426.6747233546884,-230.93069306930693,0.237068515233093,422.09966946351386,-330.256547165014,0.19518862993706534
c0,img_15890.jpg,367.92585327579445,-249.90996469203608,0.35937849288671153,358.0615201428855,-340.93312165112127,0.4298388025138505
c0,img_15929.jpg,348.88720584257504,-211.4789018122802,0.19752403944873909,366.5112115899234,-290.3592322598505,0.4474628232550874
c0,img_15934.jpg,370.0690886508306,-219.0082285359416,0.3612395260207094,369.4744234180958,-309.20816085156713,0.4785206861362082
c0,img_16033.jpg,379.6844827586207,-209.21379310344827,0.4802342322872915,389.34802339653083,-362.94524001613553,0.5612709591251102
c0,img_16035.jpg,408.9802816901408,-222.56901408450705,0.004505197971624651,414.3901170351105,-351.837288686606,0.31654991595479787
c0,img_16046.jpg,452.5,-239.6,0.576012770443947,463.8744394618834,-282.89265695067263,0.3821751556600612
c0,img_1617.jpg,405.4759117514633,-193.76632147681224,0.5416839571318962,388.5,-369.16163141993957,0.11213073796437588
c0,img_16232.jpg,373.3806235614145,-238.49006068215107,0.4947427325536393,376.2402041942605,-320.4826158940397,0.5439884692396709
c0,img_16254.jpg,438.5373566546971,-210.44283563071934,0.32408460746208684,456.7862327909887,-309.25298289528575,-0.20185008340274999
c0,img_16287.jpg,360.1170156374238,-212.3369997349589,0.22381413351706578,380.34795042897997,-277.14595911450056,0.5250750237005855
c0,img_16345.jpg,,,,370.09818345593754,-374.9870890256718,0.4340442029967745
c0,img_16355.jpg,405.89381365522445,-258.5109392682007,0.038124128647653716,433.07979266472944,-347.21448205450406,0.23715416346139404
c0,img_16363.jpg,330.60089686098655,-226.5829596412556,0.8404796870738226,388.84710904152115,-364.92520372526195,0.5718730800671479
c0,img_16380.jpg,402.28793650793654,-233.8720634920635,0.19562006619033834,448.78630955802055,-267.08678659693084,0.21930401734060015
c0,img_16467.jpg,497.4778694673668,-165.31807951987997,-0.09737486128524461,437.2058362096015,-316.83573893944146,0.4371339501370032
c0,img_16474.jpg,419.26850180505414,-209.83528880866427,0.2966180354496533,409.08014946286784,-363.2595049042504,0.4222711690011926
c0,img_16486.jpg,415.8945812807882,-204.94356087262491,0.16489987554182425,406.5391553915539,-291.46473964739647,0.6688795600454441
c0,img_16494.jpg,391.6548561151079,-259.9025179856115,0.27006987156703294,414.61675951717734,-377.1787372330548,0.5908851828733398
